A,B,C,D,E,F
,,,,880149296651859934,0.35
,,,,100374188530,0.55
,,,,100363342343,0.35
,,,,100374198539,0.05
,,,,802884913929,0.05
,,,,802884925217,0.2
,,,,802884959692,0.15
,,,,802884922120,0.05
,,,,802884814897,0.15
,,,,802884832961,0.15
,,,,880156293800728621,0.15
,,,,880159263473718520,0.15
,,,,802546921696,0.09
,,,,802884760600,0.05
,,,,500127317230,0.1
,,,,802884897502,0.06
,,,,802885022860,0.25
,,,,802884974071,0.05
,,,,802884839055,0.15
,,,,802884785068,0.15
,,,,802720979350,0.1
,,,,802633115251,0.1
,,,,880156921989011550,0.15
,,,,802825033040,0.35
,,,,802884954757,0.2
,,,,880159031744384287,0.08
,,,,802884966765,0.2
,,,,500132950104,0.75
,,,,802885004726,0.12
,,,,802884823647,0.1
,,,,880159242001950944,0.15
,,,,802884967947,0.15
,,,,802633101838,0.15
,,,,560067724126,1.05
,,,,802884833024,0.15
,,,,880158057215596308,0.22
,,,,802884908501,0.1
,,,,200172471033,0.25
,,,,802633122478,0.1
,,,,500132988698,16.8
,,,,500132988697,21.4
,,,,500132988695,18.62
,,,,802824982960,0.05
,,,,100374188597,1.75
,,,,500132988699,36.65
,,,,500132988700,26.54
,,,,500132988696,19.45
,,,,802884781998,0.15
,,,,802884801241,0.2
,,,,802824902101,0.15
,,,,880157850442314580,0.2
,,,,802884935188,0.08
,,,,880156915908152964,0.16
,,,,802884950455,0.1
,,,,802884818266,0.15
,,,,802632747690,0.45
,,,,880156332935819530,0.2
,,,,802884945988,0.1
,,,,802884774172,0.05
,,,,802884930302,0.16
,,,,880159899352859934,0.15
,,,,802884817795,0.1
,,,,802884982079,0.1
,,,,802824936684,0.1
,,,,100363326626,0.09
,,,,802884905877,0.1
,,,,880157973083970146,0.35
,,,,880158721930849833,0.2
,,,,802884954317,0.1
,,,,802825030705,0.44
,,,,802824974625,0.1
,,,,880156348486980247,0.15
,,,,802885020346,0.25
,,,,802633029634,0.15
,,,,802884785846,0.05
,,,,802884786874,0.15
,,,,802884928386,0.08
,,,,802633118992,0.04
,,,,802884838089,0.14
,,,,802884963006,0.1
,,,,802885022652,0.2
,,,,802884994528,0.12
,,,,802824937969,0.2
,,,,880159055972950944,0.35
,,,,802884777650,0.05
,,,,100363326885,1.48
,,,,802633108234,0.08
,,,,802884904755,0.1
,,,,880156364216718520,0.15
,,,,802884760721,0.05
,,,,880161459266314580,0.3
,,,,802824985376,0.1
,,,,802884772185,0.07
,,,,880158049123102469,0.18
,,,,802633109131,0.04
,,,,880152614010263075,1.72
,,,,802884812229,0.15
,,,,802885021469,0.31
,,,,880158192957374186,0.3
,,,,200172544591,0.25
,,,,802884956526,0.1
,,,,880149312434081257,0.34
,,,,802824973214,0.1
,,,,802367168682,0.55
,,,,802884935630,0.15
,,,,802884929571,0.15
,,,,802884950019,0.15
,,,,802884761959,0.1
,,,,880152422678586207,0.35
,,,,880158184158859934,0.5
,,,,880156364246102469,0.2
,,,,880158531526031752,0.2
,,,,500147990652,0.2
,,,,802884905892,0.1
,,,,802884938376,0.15
,,,,802824958613,0.12
,,,,802824991674,0.14
,,,,802152757924,0.08
,,,,100293625370,0.88
,,,,880155297174011550,0.1
,,,,880159617753152964,0.2
,,,,802884801316,0.1
,,,,802884947144,0.15
,,,,802884802975,0.14
,,,,802884796584,0.15
,,,,802824970319,0.1
,,,,802884821026,0.08
,,,,802884820788,0.08
,,,,600046257122,0.25
,,,,880156789616425691,0.1
,,,,200164175053,0.32
,,,,802884965471,0.1
,,,,802633107590,0.1
,,,,100348099332,0.25
,,,,880152144720708429,0.85
,,,,880150865929627611,0.38
,,,,880156372168607419,0.2
,,,,802884805933,0.15
,,,,802633117514,0.12
,,,,880158343576506409,0.2
,,,,880158523572586207,0.2
,,,,802884826503,0.15
,,,,802884944412,0.1
,,,,500132997078,8.35
,,,,802884930648,0.12
,,,,100325335841,0.3
,,,,802633110163,0.1
,,,,802884928061,0.08
,,,,880155800047899338,0.7
,,,,880162467121596308,0.25
,,,,802884962467,0.2
,,,,802884788606,0.15
,,,,802884937388,0.14
,,,,802884960103,0.15
,,,,802884955230,0.1
,,,,802884934347,0.05
,,,,802884804029,0.2
,,,,802884887939,0.12
,,,,802884972249,0.15
,,,,802885025785,0.1
,,,,802884884112,0.15
,,,,500132985022,0.9
,,,,802884928609,0.12
,,,,802884927630,0.04
,,,,802884871372,0.08
,,,,802884788318,0.15
,,,,880158777832526601,0.3
,,,,100325919046,0.95
,,,,880160719254657914,0.15
,,,,802633103749,0.3
,,,,802884936402,0.15
,,,,802633120341,0.1
,,,,802720964880,0.1
,,,,880155438116788227,0.22
,,,,802884969838,0.15
,,,,802884927071,0.1
,,,,500147999646,0.3
,,,,500147980107,0.4
,,,,802884923444,0.1
,,,,802632943252,0.06
,,,,802884905623,0.1
,,,,802633118765,0.04
,,,,802884921967,0.15
,,,,802884964992,0.05
,,,,802884980550,0.05
,,,,802884959637,0.15
,,,,802884772826,0.05
,,,,802884824306,0.1
,,,,880159466637405499,0.05
,,,,880154020169798328,0.1
,,,,802884939325,0.05
,,,,802367168039,0.55
,,,,802824968256,0.05
,,,,500132966031,0.07
,,,,802884961011,0.1
,,,,880160520802990348,0.14
,,,,802884917312,0.12
,,,,802884751188,0.08
,,,,802884955336,0.1
,,,,802633096641,0.15
,,,,100374188988,0.85
,,,,802884912175,0.2
,,,,802884806622,0.1
,,,,880157925667495398,0.45
,,,,802824968466,0.06
,,,,802633038634,0.3
,,,,880159502356091358,0.25
,,,,802632742645,0.7
,,,,802884820540,0.05
,,,,880158706993536702,0.56
,,,,802824952923,0.15
,,,,802884800086,0.25
,,,,560093814657,0.45
,,,,802884801637,0.15
,,,,802633104666,0.2
,,,,802633107907,0.1
,,,,802884809808,0.15
,,,,880159665386364085,0.15
,,,,802825000236,0.15
,,,,500147998037,0.55
,,,,802884945174,0.25
,,,,880157850443475196,0.16
,,,,802632748795,0.42
,,,,880154734825061055,0.1
,,,,802884992609,0.1
,,,,802633095846,0.1
,,,,802884991539,0.2
,,,,802885000491,0.1
,,,,100348083433,0.84
,,,,802884955634,0.14
,,,,500132950415,0.24
,,,,880152129122314580,0.28
,,,,880156392894859934,1.4
,,,,802884818760,0.18
,,,,802884930337,0.14
,,,,802884800067,0.2
,,,,802633112561,0.05
,,,,200172531084,0.05
,,,,802884899895,0.1
,,,,100391188126,0.3
,,,,802884957625,0.1
,,,,500132962850,2.1
,,,,802633105980,0.06
,,,,200172482263,1.81
,,,,802884912050,0.06
,,,,802633110284,0.1
,,,,560093814536,0.05
,,,,200172513393,0.25
,,,,802884943633,0.12
,,,,880158702129667015,0.2
,,,,802884955701,0.15
,,,,100374188560,1.45
,,,,802884925404,0.25
,,,,802884761798,0.1
,,,,880160059302273176,4.15
,,,,802633114834,0.1
,,,,802824939109,0.15
,,,,802884925184,0.25
,,,,802632942800,0.1
,,,,100363334988,0.2
,,,,100363326669,0.1
,,,,880157495600768025,0.45
,,,,802884892598,0.15
,,,,801359811847,0.1
,,,,802884828101,0.12
,,,,802884908903,0.1
,,,,802546920863,0.08
,,,,802884882618,0.05
,,,,880157008458546803,0.4
,,,,802884832087,0.14
,,,,880161427568778126,0.15
,,,,880159308972011550,0.15
,,,,802884983333,0.15
,,,,802884992901,0.1
,,,,802884816909,0.15
,,,,500132995543,31.05
,,,,802884960090,0.15
,,,,802884929763,0.14
,,,,802885025705,0.35
,,,,802884995632,0.12
,,,,500132995459,29.85
,,,,802884961701,0.15
,,,,500132950192,0.1
,,,,802884809105,0.15
,,,,500132955258,26.82
,,,,880158391299829631,0.15
,,,,100348124264,0.52
,,,,802884802285,0.2
,,,,802367166222,0.05
,,,,802632941513,0.1
,,,,802884801230,0.15
,,,,500132985892,9.05
,,,,802884810261,0.2
,,,,802884933545,0.12
,,,,802884810710,0.1
,,,,880159601888324681,2.1
,,,,600067283274,0.1
,,,,880158499762889237,0.15
,,,,500132988727,0.46
,,,,802885003663,0.15
,,,,802884820882,0.15
,,,,880160124933708429,0.15
,,,,500132975569,1.68
,,,,802884902066,0.12
,,,,802884982611,0.05
,,,,500132997629,0.6
,,,,802884954275,0.1
,,,,802885020351,0.25
,,,,802884832253,0.12
,,,,802884983458,0.15
,,,,802884822313,0.18
,,,,802884829838,0.15
,,,,880156902670758924,0.15
,,,,880157977434647813,0.2
,,,,802633118854,0.1
,,,,802884809826,0.06
,,,,880155709385394388,0.08
,,,,802632749942,0.4
,,,,802824916763,0.25
,,,,802884905738,0.16
,,,,500132971783,10.9
,,,,802884937277,0.1
,,,,880150856307293378,0.35
,,,,880160479465273176,0.15
,,,,802884922975,0.1
,,,,880158511873708429,2.6
,,,,802884947955,0.15
,,,,880159875100889237,0.25
,,,,100374188726,0.2
,,,,802633111733,0.05
,,,,802884833731,0.15
,,,,802633115800,0.1
,,,,802884979815,0.1
,,,,802884930765,0.1
,,,,802884953778,0.05
,,,,802884972731,0.12
,,,,802884821067,0.1
,,,,802884837093,0.14
,,,,200172482513,0.12
,,,,880161658847344883,0.65
,,,,802884957574,0.1
,,,,802884818058,0.15
,,,,802884985016,0.15
,,,,802884803462,0.15
,,,,100348081988,4.15
,,,,802884937646,0.15
,,,,880158654243536702,0.3
,,,,802884806083,0.05
,,,,200172544603,0.15
,,,,100325345935,8.05
,,,,802884902282,0.15
,,,,802884930663,0.1
,,,,802884814068,0.2
,,,,802884947305,0.15
,,,,802633096453,0.15
,,,,880156035452738722,0.4
,,,,802884900236,0.15
,,,,500132950036,0.11
,,,,802884974089,0.05
,,,,880157993511768025,0.2
,,,,802884966436,0.2
,,,,880155462396586207,0.35
,,,,802884877190,0.25
,,,,802884814937,0.08
,,,,802884809319,0.1
,,,,200172513126,0.2
,,,,802720949394,0.15
,,,,200172501017,1.5
,,,,802884835792,0.05
,,,,880153972206829631,0.06
,,,,802884930576,0.15
,,,,802824983413,0.16
,,,,880158413933556904,0.16
,,,,802884892374,0.1
,,,,802884960349,0.15
,,,,802884836789,0.1
,,,,802884923215,0.1
,,,,802884809613,0.15
,,,,802884761853,0.15
,,,,802884924969,0.15
,,,,880160132915920641,0.15
,,,,802884843096,0.1
,,,,802884954525,0.15
,,,,802824928704,0.1
,,,,802884936793,0.12
,,,,802884813573,0.15
,,,,802884800091,0.15
,,,,802884967314,0.15
,,,,100360189705,0.55
,,,,802885020660,0.2
,,,,880158057196556904,0.25
,,,,802884968033,0.1
,,,,802633110982,0.25
,,,,802632942567,0.04
,,,,802885021553,0.2
,,,,802633037839,0.2
,,,,880153556723506409,0.16
,,,,802884900402,0.1
,,,,802633116686,0.2
,,,,880158389674162065,0.08
,,,,880157085940162065,0.2
,,,,802884808340,0.05
,,,,100363326329,4.95
,,,,560039178092,1.07
,,,,500132958146,1.85
,,,,100374188902,0.8
,,,,100348095999,0.3
,,,,100391158124,0.25
,,,,802884914345,0.12
,,,,802884909503,0.08
,,,,802824936973,0.1
,,,,802884937597,0.15
,,,,500132975636,1.69
,,,,802884924563,0.05
,,,,802633110500,0.1
,,,,802884944180,0.1
,,,,500132975538,0.38
,,,,802884784571,0.15
,,,,880159987900031752,0.95
,,,,802884978845,0.1
,,,,802884936046,0.15
,,,,802884898580,0.1
,,,,802884832734,0.15
,,,,802884843550,0.08
,,,,802884951617,0.16
,,,,802884943147,0.14
,,,,802632943684,0.1
,,,,802633117354,0.08
,,,,802884933821,0.2
,,,,880159720413091358,0.15
,,,,802884981122,0.1
,,,,880158554738536702,0.15
,,,,880160061481152964,0.2
,,,,802824967922,0.15
,,,,802884923699,0.12
,,,,802884830442,0.1
,,,,802884972874,0.2
,,,,500147998048,0.85
,,,,802367166072,0.55
,,,,500132988555,0.88
,,,,100360196872,0.6
,,,,802884801514,0.15
,,,,802884949155,0.15
,,,,802884818282,0.1
,,,,500132975606,0.99
,,,,801359810898,0.1
,,,,802884930410,0.05
,,,,880157941623657914,0.15
,,,,500132955913,0.96
,,,,802885020364,0.15
,,,,802884837604,0.15
,,,,802885021988,0.25
,,,,880158017287485297,0.16
,,,,880159949515960045,0.1
,,,,100363304849,0.5
,,,,802633105819,0.08
,,,,880159461644001459,0.1
,,,,880158081212394388,0.15
,,,,802884910874,0.14
,,,,802884762067,0.3
,,,,802633095497,0.1
,,,,802633097687,0.05
,,,,100360189253,0.9
,,,,802884967560,0.15
,,,,600093478505,0.2
,,,,802884804397,0.1
,,,,802884809889,0.1
,,,,802884798142,0.12
,,,,802884915113,0.1
,,,,802885022932,0.25
,,,,802633033116,0.2
,,,,500132962861,0.5
,,,,802825031668,1.8
,,,,802884895806,0.1
,,,,802884888803,0.06
,,,,880158594453213570,0.15
,,,,880157757339748823,0.2
,,,,802884962071,0.1
,,,,802884891175,0.1
,,,,500132975585,1.86
,,,,100348079624,1.22
,,,,802884831214,0.2
,,,,802884893133,0.12
,,,,802885025558,0.2
,,,,802884892718,0.2
,,,,500127326046,0.6
,,,,802884945057,0.1
,,,,802884816157,0.15
,,,,802884896189,0.1
,,,,880158745767798328,0.42
,,,,802884927739,0.05
,,,,880157741445011550,0.16
,,,,500147990944,0.05
,,,,802884814886,0.2
,,,,802884822935,0.12
,,,,880157850666899338,0.48
,,,,802825031658,0.38
,,,,802884948767,0.2
,,,,802884898705,0.1
,,,,802884906037,0.15
,,,,802884900462,0.08
,,,,500148572409,1.2
,,,,880156392893394388,0.14
,,,,802884939557,0.05
,,,,802884961227,0.05
,,,,802884941171,0.08
,,,,802824925695,0.25
,,,,802884878794,0.15
,,,,880157591497546803,0.2
,,,,500132962887,0.4
,,,,880159807492071156,0.15
,,,,100348083664,0.14
,,,,880160619369253974,0.16
,,,,880160471626798328,0.15
,,,,802884936124,0.15
,,,,802884944034,0.12
,,,,802824938577,0.25
,,,,802884788492,0.15
,,,,802884975220,0.1
,,,,500132981626,1
,,,,802824939205,0.1
,,,,880158065283647813,0.2
,,,,802884822467,0.16
,,,,500132988088,1.67
,,,,802884791483,0.16
,,,,802824925285,0.25
,,,,100363327337,0.13
,,,,802884813541,0.15
,,,,802884983165,0.12
,,,,802633110994,0.5
,,,,802884800979,0.2
,,,,802884808708,0.05
,,,,802884953209,0.15
,,,,880158009362900449,0.16
,,,,802884798789,0.15
,,,,802884888085,0.15
,,,,802884828209,0.15
,,,,802884841964,0.12
,,,,100325348406,0.65
,,,,802884945225,0.05
,,,,802884955909,0.1
,,,,100348079627,0.43
,,,,880158407261889237,0.2
,,,,802884788087,0.15
,,,,802884808778,0.05
,,,,880153998229889237,0.08
,,,,802884913567,0.04
,,,,802884992144,0.1
,,,,802884806357,0.05
,,,,100348098255,1.06
,,,,880151208697647813,0.34
,,,,802884814228,0.14
,,,,802884927809,0.05
,,,,500132988059,0.2
,,,,200172482915,7.05
,,,,802884977150,0.05
,,,,802884839597,0.2
,,,,802884981933,0.1
,,,,802884776716,0.1
,,,,200172544146,0.95
,,,,802884923077,0.1
,,,,500132950696,0.2
,,,,100374188543,0.95
,,,,802884829777,0.15
,,,,802884840057,0.15
,,,,802884812368,0.15
,,,,802824938785,0.25
,,,,802367170989,0.05
,,,,802884955942,0.05
,,,,802884941864,0.15
,,,,802884939392,0.05
,,,,802884887825,0.1
,,,,802884885383,0.02
,,,,802884991501,0.15
,,,,802884810766,0.15
,,,,802884953625,0.15
,,,,100374198603,0.2
,,,,880160540109950944,0.16
,,,,880158439059435792,0.4
,,,,500132981699,4
,,,,500132966929,0.05
,,,,880155597218021651,0.15
,,,,802884960395,0.15
,,,,802884776779,0.1
,,,,880158615966061055,0.25
,,,,802884790955,0.15
,,,,880159575800253974,0.45
,,,,802884953544,0.06
,,,,802884818334,0.1
,,,,880161722356708429,0.2
,,,,880157025341425691,0.2
,,,,802884819486,0.15
,,,,100360187337,1.2
,,,,802633106281,0.18
,,,,802884814690,0.12
,,,,880156409068768025,0.15
,,,,802884792512,0.2
,,,,500147989000,0.47
,,,,880157077970596308,0.2
,,,,802633110485,0.05
,,,,500147998319,0.05
,,,,802632746882,0.3
,,,,500147980477,0.2
,,,,560093814448,7.65
,,,,880159239462849833,0.15
,,,,880157973253960045,0.35
,,,,802884997172,0.1
,,,,100360196701,0.37
,,,,802884799564,0.3
,,,,802884931574,0.15
,,,,880157982486526601,0.3
,,,,560079876681,0.38
,,,,880160101333798328,0.16
,,,,880157463826687217,0.25
,,,,802884846825,0.1
,,,,880150263712374186,0.32
,,,,802884796324,0.2
,,,,802632941950,0.15
,,,,802884812983,0.1
,,,,802633096560,0.05
,,,,802884978197,0.14
,,,,802884761018,0.2
,,,,802884808412,0.08
,,,,802884948066,0.15
,,,,880160890699839732,0.25
,,,,880151584159930742,0.7
,,,,802884902538,0.1
,,,,802884922787,0.1
,,,,802884899952,0.1
,,,,802885005037,0.15
,,,,802884792487,0.15
,,,,200172544971,0.25
,,,,802884844907,0.1
,,,,802884818706,0.1
,,,,802633117641,0.18
,,,,880159867593031752,0.28
,,,,500132958537,3.15
,,,,802884959144,0.05
,,,,802884834726,0.15
,,,,802884928327,0.08
,,,,100363327397,0.47
,,,,802884934544,0.05
,,,,802884977526,0.1
,,,,200166986645,0.06
,,,,802884941044,0.15
,,,,802884956809,0.1
,,,,802884789103,0.1
,,,,500127324569,0.45
,,,,100374188590,1.05
,,,,802884954538,0.15
,,,,802824986580,0.1
,,,,802633112741,0.05
,,,,802884909029,0.1
,,,,802884956095,0.14
,,,,880159891524364085,0.7
,,,,802884989327,0.15
,,,,802884986687,0.14
,,,,802884938853,0.1
,,,,802884919459,0.14
,,,,802885023173,0.2
,,,,802884915213,0.1
,,,,500147990237,0.29
,,,,802884898265,0.15
,,,,802633103381,0.12
,,,,100391158011,0.06
,,,,802884962092,0.15
,,,,500132958212,4.3
,,,,802884817123,0.15
,,,,802884965616,0.1
,,,,802884958488,0.1
,,,,802884880669,0.1
,,,,802884947415,0.15
,,,,802884770104,0.1
,,,,802884827852,0.1
,,,,880157765282091358,0.15
,,,,200172544352,0.3
,,,,880158193744233772,0.26
,,,,100348124073,0.19
,,,,802884832047,0.1
,,,,802884802231,0.08
,,,,801359812158,0.1
,,,,802884920312,0.2
,,,,802884952327,0.15
,,,,802884966882,0.14
,,,,802884807780,0.15
,,,,802632749109,0.44
,,,,802884951428,0.14
,,,,802633116012,0.2
,,,,100363329796,0.08
,,,,880157088070748823,0.2
,,,,802884804903,0.12
,,,,880158468448536702,0.35
,,,,802367168166,0.25
,,,,500132966657,0.08
,,,,100325904716,0.5
,,,,802884962699,0.05
,,,,880159470543617510,0.1
,,,,802884988761,0.15
,,,,802884876256,0.1
,,,,802884983480,0.05
,,,,802633104593,0.2
,,,,802884829374,0.15
,,,,802884913948,0.05
,,,,802884930370,0.2
,,,,880155296998182267,0.4
,,,,802884936012,0.15
,,,,802884965767,0.1
,,,,802884965604,0.1
,,,,880160627385031752,0.16
,,,,802884947272,0.15
,,,,802884810452,0.1
,,,,802884760216,0.05
,,,,200171833639,0.3
,,,,500147980164,0.39
,,,,802884918655,0.14
,,,,880159270065859934,0.22
,,,,100363334509,0.6
,,,,880157734889324681,3.5
,,,,802884951684,0.15
,,,,802884901985,0.15
,,,,802884986919,0.1
,,,,100348098625,0.35
,,,,802884943081,0.1
,,,,3816679964,1.62
,,,,880158029214253974,0.64
,,,,802633116401,0.2
,,,,802824938497,0.2
,,,,802720814899,0.14
,,,,802633115275,0.1
,,,,500132955560,2.22
,,,,880160035784475196,0.2
,,,,802884949124,0.16
,,,,880157385114405499,0.2
,,,,802633122182,0.04
,,,,500133889017,0.1
,,,,802367170903,0.15
,,,,802884903788,0.1
,,,,802884954811,0.15
,,,,100374198704,1.19
,,,,880157996119738722,0.05
,,,,802884930845,0.1
,,,,802884916223,0.2
,,,,802884928188,0.1
,,,,100391158043,0.05
,,,,802884954709,0.1
,,,,802884924229,0.15
,,,,802633108715,0.1
,,,,802884975816,0.1
,,,,100374188953,0.6
,,,,802633034067,0.15
,,,,500132966622,9.95
,,,,880160156171364085,0.15
,,,,802884915578,0.1
,,,,802633038381,0.35
,,,,100363326740,0.06
,,,,100363326328,5
,,,,200172544987,0.05
,,,,880157972790859934,0.24
,,,,802885003901,0.15
,,,,500147975121,0.47
,,,,880156393544031752,0.2
,,,,802884826109,0.12
,,,,200172482663,0.65
,,,,880152542907223671,0.85
,,,,802884881872,0.12
,,,,802884898063,0.15
,,,,802884939576,0.05
,,,,200171831021,0.1
,,,,500147980126,0.4
,,,,802884839157,0.15
,,,,802884946025,0.1
,,,,880157248270728621,0.3
,,,,880157248270728621,0.3
,,,,802633097105,0.05
,,,,802884963660,0.15
,,,,802884811689,0.15
,,,,880157016731748823,0.85
,,,,880155507688354984,0.1
,,,,802884963679,0.15
,,,,801359811077,0.1
,,,,100363334902,0.35
,,,,802884770814,0.1
,,,,880159167864738722,0.28
,,,,802884978946,0.1
,,,,802632942700,0.08
,,,,802884892475,0.15
,,,,802884987182,0.1
,,,,802884938166,0.15
,,,,802884800719,0.05
,,,,880151457580647813,0.45
,,,,802884819929,0.15
,,,,880158185673162065,0.32
,,,,802885023654,0.1
,,,,802885000372,0.1
,,,,802884920049,0.25
,,,,802884884073,0.14
,,,,880156981348253974,0.15
,,,,802885021341,0.15
,,,,802884999331,0.15
,,,,802633034187,0.35
,,,,500132981066,0.9
,,,,802884762466,0.15
,,,,802824936146,0.2
,,,,802884815295,0.15
,,,,802884939621,0.05
,,,,802884828016,0.25
,,,,802884805429,0.1
,,,,802884996912,0.15
,,,,500132962927,1.5
,,,,500132962941,0.3
,,,,802884972502,0.1
,,,,200172513452,0.55
,,,,500132962900,0.9
,,,,802884819455,0.15
,,,,880159270013687217,0.24
,,,,802884878408,0.15
,,,,100374188645,4.45
,,,,200172482755,0.3
,,,,802884960411,0.15
,,,,802884929817,0.14
,,,,100374198073,0.3
,,,,802884986838,0.14
,,,,802884980451,0.05
,,,,500132962904,1.2
,,,,802884947465,0.1
,,,,802884844677,0.06
,,,,802633108368,0.04
,,,,100360187301,7.6
,,,,802884796092,0.06
,,,,802824989238,0.15
,,,,100374188599,1.1
,,,,200172544159,0.95
,,,,802884800806,0.15
,,,,880159617781920641,0.25
,,,,100391190817,0.35
,,,,802884833068,0.15
,,,,802884963290,0.15
,,,,802884888449,0.15
,,,,802884989883,0.12
,,,,802884952889,0.1
,,,,802884805890,0.15
,,,,500132958143,6.1
,,,,500132975587,1.25
,,,,880158225099152964,0.1
,,,,100348098261,0.4
,,,,802825031227,0.4
,,,,802884927437,0.06
,,,,200171838389,1.1
,,,,880154257252950944,0.25
,,,,802884837352,0.05
,,,,500132975099,13.15
,,,,100374188619,1.3
,,,,802884872832,0.12
,,,,802884818465,0.15
,,,,802884841312,0.1
,,,,802884829955,0.15
,,,,100363334909,0.3
,,,,100363326310,4.97
,,,,802884825335,0.1
,,,,880159239463001459,0.2
,,,,880160109085041853,0.25
,,,,802884798278,0.1
,,,,802884949039,0.2
,,,,802884816386,0.1
,,,,802884903427,0.1
,,,,880158582750293378,0.24
,,,,500147990800,16.6
,,,,880152161241899338,0.85
,,,,802884831992,0.15
,,,,100391158041,0.14
,,,,880158041254990348,0.14
,,,,200172482537,0.1
,,,,802885021366,0.35
,,,,802884988471,0.05
,,,,802633116249,0.15
,,,,500127324630,0.15
,,,,802884952385,0.15
,,,,500132950411,0.3
,,,,880159875444768025,0.2
,,,,880153988088869035,0.04
,,,,880155414836102469,1.04
,,,,880158534822465095,0.16
,,,,802884792678,0.15
,,,,100363327929,0.94
,,,,880158623732314580,0.5
,,,,802884846072,0.1
,,,,802884799710,0.2
,,,,802884953258,0.06
,,,,100325335840,0.4
,,,,880158335452304489,0.14
,,,,802824937696,0.25
,,,,802884819240,0.1
,,,,802152757853,0.12
,,,,880155087145687217,1.75
,,,,802884806391,0.08
,,,,802884923004,0.1
,,,,802884956727,0.15
,,,,802884889912,0.1
,,,,880158598686960045,0.18
,,,,200172531085,0.37
,,,,500132981622,1.1
,,,,880157850452445893,0.06
,,,,802367170098,0.55
,,,,802884802321,0.1
,,,,802884888097,0.15
,,,,802633111606,0.3
,,,,802824925455,0.25
,,,,802884933713,0.1
,,,,802633114701,0.05
,,,,802884937910,0.15
,,,,802884878801,0.1
,,,,880153319662192368,0.05
,,,,802884934729,0.05
,,,,802884957233,0.1
,,,,802884841777,0.15
,,,,802885009190,0.1
,,,,880159598224485297,0.22
,,,,802884944143,0.1
,,,,100391188206,0.15
,,,,802884881957,0.12
,,,,500132950688,0.23
,,,,802633113367,0.1
,,,,880159923366778126,0.3
,,,,802884819334,0.15
,,,,500127326051,0.3
,,,,801359811579,0.15
,,,,200172513443,0.15
,,,,802884944756,0.15
,,,,802884966197,0.1
,,,,802633114102,0.15
,,,,802633115335,0.1
,,,,802884810665,0.15
,,,,802884777138,0.1
,,,,802884801795,0.15
,,,,802884788148,0.15
,,,,801359810282,0.15
,,,,802884811207,0.16
,,,,802884793342,0.14
,,,,500132966933,0.3
,,,,802885004459,0.1
,,,,802633099852,0.25
,,,,802884921394,0.12
,,,,802884812029,0.05
,,,,100348083571,0.5
,,,,880159340040889237,0.15
,,,,802884825788,0.1
,,,,802885005372,0.1
,,,,802884803114,0.2
,,,,880158554773354984,0.15
,,,,880154571484970146,0.34
,,,,880158531531869035,0.18
,,,,880156886711980247,0.15
,,,,802884909937,0.08
,,,,802825031416,0.44
,,,,880156560176293378,0.18
,,,,880159347215829631,0.15
,,,,100374188644,4
,,,,500132971709,0.52
,,,,802884813737,0.05
,,,,802546921680,0.12
,,,,802884808827,0.1
,,,,100363326869,1.12
,,,,802884954825,0.34
,,,,802884916409,0.15
,,,,802884923923,0.16
,,,,880160650041980247,0.18
,,,,802884814245,0.15
,,,,802824988430,0.1
,,,,802884832997,0.15
,,,,802884932328,0.1
,,,,880159387094667015,0.35
,,,,802884802630,0.3
,,,,100363334901,0.3
,,,,880159136025425691,0.25
,,,,802367170031,0.6
,,,,802633103847,0.25
,,,,802884948495,0.15
,,,,802884937886,0.15
,,,,880157495578819530,0.3
,,,,802884826753,0.1
,,,,880158570444728621,0.2
,,,,802884820170,0.15
,,,,802884830529,0.05
,,,,802884948810,0.15
,,,,100306955973,1.21
,,,,802884748063,0.14
,,,,802884803258,0.08
,,,,802633117538,0.1
,,,,802633068519,0.2
,,,,802633068519,0.2
,,,,500147980139,0.41
,,,,880158431306425691,0.4
,,,,802884927258,0.1
,,,,880157985488293378,0.18
,,,,200172513427,0.4
,,,,802632944162,0.16
,,,,802633112483,0.1
,,,,802632941194,0.05
,,,,200172513471,0.15
,,,,802824950227,0.2
,,,,802884912745,0.15
,,,,802884961143,0.1
,,,,802884965878,0.15
,,,,500132950845,0.46
,,,,802884830864,0.15
,,,,880158697401667015,0.2
,,,,500127324518,0.25
,,,,880159218794607419,0.2
,,,,802884835186,0.2
,,,,100363326738,0.05
,,,,100374198617,0.55
,,,,880157997534900449,0.5
,,,,880156855103001459,0.2
,,,,802884936287,0.15
,,,,802884929754,0.14
,,,,802884963317,0.2
,,,,802885025259,0.15
,,,,500148572975,0.15
,,,,802884939963,0.05
,,,,500132975561,4.1
,,,,880151046098263075,0.3
,,,,880157957627556904,1.34
,,,,100348098552,0.41
,,,,880158057235657914,0.15
,,,,500132995560,0.15
,,,,802884816491,0.1
,,,,802884884890,0.15
,,,,802884894864,0.12
,,,,802884901643,0.05
,,,,802884939225,0.1
,,,,100348124845,2.49
,,,,100325335855,0.35
,,,,500132958047,0.14
,,,,802884928085,0.1
,,,,880158730235677116,0.27
,,,,100374194383,0.05
,,,,100360194173,5.35
,,,,802884910540,0.1
,,,,200172544601,0.15
,,,,802884936878,0.1
,,,,802884934516,0.05
,,,,802633116774,0.14
,,,,500148572239,0.75
,,,,802884873152,0.12
,,,,100348093510,2.1
,,,,100391158064,0.05
,,,,802884953632,0.06
